dataset,taxon_1,taxon_2,tested_status,interaction_label,effect_sign,effect_strength,n_evidence,truth_type,label_rule,mixed_evidence,direction_available,experimental_setting
wortel_syncom_2026,BA,LJ,positive,1,,0.256094421222386,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",True,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BOB,BOV,positive,1,,0.6846168630771156,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",True,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BOB,BT,positive,1,-1.0,1.6996283035888529,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BOB,EC,positive,1,-1.0,1.4212774268383697,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BOB,FP,positive,1,-1.0,0.2604840875924196,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BOB,LB,positive,1,,0.8180019912070179,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",True,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BOB,LJ,positive,1,-1.0,0.1467527302704741,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BOV,BT,positive,1,-1.0,1.6737954373784494,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BOV,EC,positive,1,-1.0,1.0964548378938055,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BOV,FP,positive,1,-1.0,0.0019116529934556,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BOV,LB,positive,1,1.0,0.7007383539332102,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BOV,LJ,positive,1,1.0,0.4302075798083686,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BT,EC,positive,1,-1.0,2.550829348249722,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BT,FP,positive,1,-1.0,1.2561194156361706,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BT,LB,positive,1,-1.0,1.9905146312480064,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,BT,LJ,positive,1,-1.0,0.282426272942054,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,EC,FP,positive,1,-1.0,1.3907096725550696,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,EC,LB,positive,1,-1.0,0.882291939908146,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,EC,LJ,positive,1,-1.0,1.2937520602671262,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,FP,LB,neutral,0,,0.0894653409913512,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,FP,LJ,positive,1,1.0,0.1433999965941181,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
wortel_syncom_2026,LB,LJ,positive,1,-1.0,0.2627404411800328,2,conditioned_medium_final_population_density,"edge if either directed final-population-density log ratio is outside [-0.1, 0.1]; no-growth outcomes are negative effects",False,True,conditioned YCFA medium and separate qPCR cocultures
