dataset,taxon_1,taxon_2,tested_status,interaction_label,effect_sign,effect_strength,n_evidence,truth_type,label_rule,mixed_evidence,direction_available,experimental_setting
butyrate_assembly_2021,AC,CH,tested_neutral,0,-1,,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,AC,DF,positive,1,-1,0.817704978215829,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,AC,DL,positive,1,-1,1.00445457842765,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,AC,DP,positive,1,-1,1.10880884936634,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,AC,EL,tested_neutral,0,-1,,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,AC,ER,positive,1,-1,2.29552397383476,4,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,AC,FP,positive,1,-1,1.36470962245549,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,AC,HB,tested_neutral,0,-1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,AC,PC,positive,1,-1,1.33930284044137,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,AC,RI,positive,1,-1,8.87088859308705,8,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BA,CC,positive,1,-1,1.01967967094316,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BA,ER,positive,1,-1,4.71703126225053,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BA,FP,positive,1,-1,5.40529588544828,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BA,RI,positive,1,-1,6.90428137605002,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BC,CC,positive,1,-1,1.29773862643535,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BC,ER,positive,1,-1,3.84781238303767,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BC,FP,positive,1,-1,4.1857748790891,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BF,CC,positive,1,-1,1.10622295432585,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BF,ER,positive,1,-1,2.3731429250219,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BF,FP,positive,1,-1,2.06320003389581,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BF,RI,positive,1,-1,6.4822750792417,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BH,CC,tested_neutral,0,-1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BH,ER,positive,1,-1,0.554968907504175,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BH,FP,positive,1,-1,4.29701860491523,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BH,RI,positive,1,-1,1.13106728210796,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BL,CC,tested_neutral,0,-1,,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2
butyrate_assembly_2021,BO,CC,tested_neutral,0,-1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BO,ER,positive,1,-1,1.5925120983685,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BO,FP,tested_neutral,0,1,,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BO,RI,positive,1,-1,3.25130945949749,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BP,CC,tested_neutral,0,-1,,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BP,ER,positive,1,-1,1.19661593957929,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BP,FP,positive,1,-1,6.15016605456025,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BP,RI,positive,1,-1,7.14314130383946,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BT,CC,positive,1,-1,1.55949280910113,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BT,ER,positive,1,-1,2.55657390534245,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BT,FP,positive,1,-1,2.73746618374877,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BT,RI,positive,1,-1,7.97278493124159,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BU,CC,tested_neutral,0,-1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BU,ER,positive,1,-1,0.905638379559005,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BU,FP,positive,1,1,1.34190981154143,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BV,CC,positive,1,-1,0.599871179640337,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BV,ER,positive,1,-1,1.11315061692351,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BV,RI,positive,1,-1,3.89427138069426,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,BY,CC,tested_neutral,0,-1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BY,ER,positive,1,-1,1.066001451702,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,BY,RI,positive,1,-1,0.510857796873648,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,CA,CC,tested_neutral,0,-1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CA,ER,positive,1,-1,1.39424257792983,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CA,RI,positive,1,-1,2.37155095070637,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CC,CG,tested_neutral,0,-1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CC,CH,tested_neutral,0,-1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CC,DF,tested_neutral,0,-1,,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2
butyrate_assembly_2021,CC,DL,tested_neutral,0,-1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CC,DP,tested_neutral,0,-1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CC,EL,tested_neutral,0,-1,,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,CC,ER,positive,1,-1,2.54336227944907,8,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CC,FP,positive,1,-1,3.97248438305225,6,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,TRUE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CC,HB,tested_neutral,0,,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,TRUE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CC,PC,tested_neutral,0,,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,TRUE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CC,PJ,tested_neutral,0,-1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CC,RI,positive,1,-1,6.03272860299964,4,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CG,ER,positive,1,-1,1.42148722575067,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CG,FP,positive,1,-1,3.10016620211471,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,CG,RI,positive,1,-1,1.5528187014493,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,CH,ER,tested_neutral,0,1,,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,CH,FP,positive,1,-1,1.07524154635584,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,CH,RI,positive,1,-1,1.32545504269954,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2
butyrate_assembly_2021,DF,ER,positive,1,-1,1.07968133754503,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,DF,FP,tested_neutral,0,-1,,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,DF,RI,positive,1,-1,2.1757192858891,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,DL,ER,positive,1,-1,3.91876836231382,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,DL,RI,positive,1,-1,5.88598569697738,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,DP,ER,positive,1,-1,0.642951957341057,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,DP,FP,positive,1,-1,1.03577342009295,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,DP,RI,positive,1,-1,0.773623049823549,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,EL,ER,positive,1,-1,1.06166060638397,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,EL,FP,positive,1,-1,3.99575731104723,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,EL,RI,tested_neutral,0,-1,,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,ER,FP,positive,1,-1,1.57860797787747,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,ER,HB,tested_neutral,0,1,,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,ER,PC,positive,1,-1,1.41234465987233,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,ER,PJ,positive,1,-1,1.14002024395788,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2
butyrate_assembly_2021,ER,RI,positive,1,-1,3.5566876440091,4,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,FP,HB,positive,1,1,2.20401648135508,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,FP,PC,positive,1,-1,3.47136441161049,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,FP,PJ,positive,1,-1,1.20975232723997,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,FP,RI,positive,1,-1,4.33559224421216,4,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,HB,RI,tested_neutral,0,-1,,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_3
butyrate_assembly_2021,PC,RI,positive,1,-1,1.34834370942449,2,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2;Experiment_3
butyrate_assembly_2021,PJ,RI,positive,1,-1,1.72507073469364,1,community_assembly,positive when absolute aggregated log2 ratio is at least 0.5,FALSE,TRUE,Experiment_2
