analysis_set,method,recall,mean_precision,se_precision,folds,lower_se,upper_se,system
butyrate_assembly_2021,LENS,0.9,0.857843137254902,0.0121811506272443,5,0.845661986627658,0.870024287882146,Butyrate
butyrate_assembly_2021,LENS,0.91,0.857843137254902,0.0121811506272443,5,0.845661986627658,0.870024287882146,Butyrate
butyrate_assembly_2021,LENS,0.92,0.857843137254902,0.0121811506272443,5,0.845661986627658,0.870024287882146,Butyrate
butyrate_assembly_2021,LENS,0.93,0.857843137254902,0.0121811506272443,5,0.845661986627658,0.870024287882146,Butyrate
butyrate_assembly_2021,LENS,0.94,0.802260061919505,0.0217693295363163,5,0.780490732383188,0.824029391455821,Butyrate
butyrate_assembly_2021,LENS,0.95,0.802260061919505,0.0217693295363163,5,0.780490732383188,0.824029391455821,Butyrate
butyrate_assembly_2021,LENS,0.96,0.802260061919505,0.0217693295363163,5,0.780490732383188,0.824029391455821,Butyrate
butyrate_assembly_2021,LENS,0.97,0.802260061919505,0.0217693295363163,5,0.780490732383188,0.824029391455821,Butyrate
butyrate_assembly_2021,LENS,0.98,0.802260061919505,0.0217693295363163,5,0.780490732383188,0.824029391455821,Butyrate
butyrate_assembly_2021,LENS,0.99,0.802260061919505,0.0217693295363163,5,0.780490732383188,0.824029391455821,Butyrate
butyrate_assembly_2021,LENS,1,0.802260061919505,0.0217693295363163,5,0.780490732383188,0.824029391455821,Butyrate
butyrate_assembly_2021,OneNet,0,1,0,5,1,1,Butyrate
butyrate_assembly_2021,OneNet,0.01,0.914285714285714,0.0571428571428571,5,0.857142857142857,0.971428571428571,Butyrate
butyrate_assembly_2021,OneNet,0.02,0.914285714285714,0.0571428571428571,5,0.857142857142857,0.971428571428571,Butyrate
butyrate_assembly_2021,OneNet,0.03,0.914285714285714,0.0571428571428571,5,0.857142857142857,0.971428571428571,Butyrate
butyrate_assembly_2021,OneNet,0.04,0.914285714285714,0.0571428571428571,5,0.857142857142857,0.971428571428571,Butyrate
butyrate_assembly_2021,OneNet,0.05,0.914285714285714,0.0571428571428571,5,0.857142857142857,0.971428571428571,Butyrate
butyrate_assembly_2021,OneNet,0.06,0.914285714285714,0.0571428571428571,5,0.857142857142857,0.971428571428571,Butyrate
butyrate_assembly_2021,OneNet,0.07,0.874285714285714,0.0561339505839672,5,0.818151763701747,0.930419664869681,Butyrate
butyrate_assembly_2021,OneNet,0.08,0.874285714285714,0.0561339505839672,5,0.818151763701747,0.930419664869681,Butyrate
butyrate_assembly_2021,OneNet,0.09,0.874285714285714,0.0561339505839672,5,0.818151763701747,0.930419664869681,Butyrate
butyrate_assembly_2021,OneNet,0.1,0.874285714285714,0.0561339505839672,5,0.818151763701747,0.930419664869681,Butyrate
butyrate_assembly_2021,OneNet,0.11,0.874285714285714,0.0561339505839672,5,0.818151763701747,0.930419664869681,Butyrate
butyrate_assembly_2021,OneNet,0.12,0.874285714285714,0.0561339505839672,5,0.818151763701747,0.930419664869681,Butyrate
butyrate_assembly_2021,OneNet,0.13,0.874285714285714,0.0561339505839672,5,0.818151763701747,0.930419664869681,Butyrate
butyrate_assembly_2021,OneNet,0.14,0.817142857142857,0.0531459292506808,5,0.763996927892177,0.870288786393538,Butyrate
butyrate_assembly_2021,OneNet,0.15,0.817142857142857,0.0531459292506808,5,0.763996927892177,0.870288786393538,Butyrate
butyrate_assembly_2021,OneNet,0.16,0.817142857142857,0.0531459292506808,5,0.763996927892177,0.870288786393538,Butyrate
butyrate_assembly_2021,OneNet,0.17,0.817142857142857,0.0531459292506808,5,0.763996927892177,0.870288786393538,Butyrate
butyrate_assembly_2021,OneNet,0.18,0.817142857142857,0.0531459292506808,5,0.763996927892177,0.870288786393538,Butyrate
butyrate_assembly_2021,OneNet,0.19,0.817142857142857,0.0531459292506808,5,0.763996927892177,0.870288786393538,Butyrate
butyrate_assembly_2021,OneNet,0.2,0.817142857142857,0.0531459292506808,5,0.763996927892177,0.870288786393538,Butyrate
butyrate_assembly_2021,OneNet,0.21,0.777142857142857,0.0277010277566647,5,0.749441829386193,0.804843884899522,Butyrate
butyrate_assembly_2021,OneNet,0.22,0.777142857142857,0.0277010277566647,5,0.749441829386193,0.804843884899522,Butyrate
butyrate_assembly_2021,OneNet,0.23,0.777142857142857,0.0277010277566647,5,0.749441829386193,0.804843884899522,Butyrate
butyrate_assembly_2021,OneNet,0.24,0.777142857142857,0.0277010277566647,5,0.749441829386193,0.804843884899522,Butyrate
butyrate_assembly_2021,OneNet,0.25,0.777142857142857,0.0277010277566647,5,0.749441829386193,0.804843884899522,Butyrate
butyrate_assembly_2021,OneNet,0.26,0.777142857142857,0.0277010277566647,5,0.749441829386193,0.804843884899522,Butyrate
butyrate_assembly_2021,OneNet,0.27,0.757894736842105,0.0287686112326451,5,0.72912612560946,0.78666334807475,Butyrate
butyrate_assembly_2021,OneNet,0.28,0.757894736842105,0.0287686112326451,5,0.72912612560946,0.78666334807475,Butyrate
butyrate_assembly_2021,OneNet,0.29,0.757894736842105,0.0287686112326451,5,0.72912612560946,0.78666334807475,Butyrate
butyrate_assembly_2021,OneNet,0.3,0.757894736842105,0.0287686112326451,5,0.72912612560946,0.78666334807475,Butyrate
butyrate_assembly_2021,OneNet,0.31,0.757894736842105,0.0287686112326451,5,0.72912612560946,0.78666334807475,Butyrate
butyrate_assembly_2021,OneNet,0.32,0.757894736842105,0.0287686112326451,5,0.72912612560946,0.78666334807475,Butyrate
butyrate_assembly_2021,OneNet,0.33,0.757894736842105,0.0287686112326451,5,0.72912612560946,0.78666334807475,Butyrate
butyrate_assembly_2021,OneNet,0.34,0.757894736842105,0.0287686112326451,5,0.72912612560946,0.78666334807475,Butyrate
butyrate_assembly_2021,OneNet,0.35,0.757894736842105,0.0287686112326451,5,0.72912612560946,0.78666334807475,Butyrate
butyrate_assembly_2021,OneNet,0.36,0.757894736842105,0.0287686112326451,5,0.72912612560946,0.78666334807475,Butyrate
butyrate_assembly_2021,OneNet,0.37,0.757894736842105,0.0287686112326451,5,0.72912612560946,0.78666334807475,Butyrate
butyrate_assembly_2021,OneNet,0.38,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.39,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.4,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.41,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.42,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.43,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.44,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.45,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.46,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.47,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.48,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.49,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.5,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.51,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.52,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.53,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.54,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.55,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.56,0.750102529049897,0.0223980022847412,5,0.727704526765156,0.772500531334639,Butyrate
butyrate_assembly_2021,OneNet,0.57,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.58,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.59,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.6,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.61,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.62,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.63,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.64,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.65,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.66,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.67,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.68,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.69,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.7,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.71,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.72,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.73,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.74,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.75,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.76,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.77,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.78,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.79,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.8,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.81,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.82,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.83,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.84,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.85,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.86,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.87,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.88,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.89,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.9,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.91,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.92,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.93,0.744360902255639,0.0184172161111517,5,0.725943686144488,0.762778118366791,Butyrate
butyrate_assembly_2021,OneNet,0.94,0.738847117794486,0.0156596484729958,5,0.72318746932149,0.754506766267482,Butyrate
butyrate_assembly_2021,OneNet,0.95,0.738847117794486,0.0156596484729958,5,0.72318746932149,0.754506766267482,Butyrate
butyrate_assembly_2021,OneNet,0.96,0.738847117794486,0.0156596484729958,5,0.72318746932149,0.754506766267482,Butyrate
butyrate_assembly_2021,OneNet,0.97,0.738847117794486,0.0156596484729958,5,0.72318746932149,0.754506766267482,Butyrate
butyrate_assembly_2021,OneNet,0.98,0.738847117794486,0.0156596484729958,5,0.72318746932149,0.754506766267482,Butyrate
butyrate_assembly_2021,OneNet,0.99,0.738847117794486,0.0156596484729958,5,0.72318746932149,0.754506766267482,Butyrate
butyrate_assembly_2021,OneNet,1,0.738847117794486,0.0156596484729958,5,0.72318746932149,0.754506766267482,Butyrate
butyrate_assembly_2021,SparCC,0,1,0,5,1,1,Butyrate
butyrate_assembly_2021,SparCC,0.01,0.983333333333333,0.0166666666666667,5,0.966666666666667,1,Butyrate
butyrate_assembly_2021,SparCC,0.02,0.983333333333333,0.0166666666666667,5,0.966666666666667,1,Butyrate
butyrate_assembly_2021,SparCC,0.03,0.983333333333333,0.0166666666666667,5,0.966666666666667,1,Butyrate
butyrate_assembly_2021,SparCC,0.04,0.983333333333333,0.0166666666666667,5,0.966666666666667,1,Butyrate
butyrate_assembly_2021,SparCC,0.05,0.983333333333333,0.0166666666666667,5,0.966666666666667,1,Butyrate
butyrate_assembly_2021,SparCC,0.06,0.983333333333333,0.0166666666666667,5,0.966666666666667,1,Butyrate
butyrate_assembly_2021,SparCC,0.07,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.08,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.09,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.1,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.11,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.12,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.13,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.14,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.15,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.16,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.17,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.18,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.19,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.2,0.954761904761905,0.0292576326843917,5,0.925504272077513,0.984019537446297,Butyrate
butyrate_assembly_2021,SparCC,0.21,0.926190476190476,0.0320324382073184,5,0.894158037983158,0.958222914397794,Butyrate
butyrate_assembly_2021,SparCC,0.22,0.926190476190476,0.0320324382073184,5,0.894158037983158,0.958222914397794,Butyrate
butyrate_assembly_2021,SparCC,0.23,0.926190476190476,0.0320324382073184,5,0.894158037983158,0.958222914397794,Butyrate
butyrate_assembly_2021,SparCC,0.24,0.926190476190476,0.0320324382073184,5,0.894158037983158,0.958222914397794,Butyrate
butyrate_assembly_2021,SparCC,0.25,0.926190476190476,0.0320324382073184,5,0.894158037983158,0.958222914397794,Butyrate
butyrate_assembly_2021,SparCC,0.26,0.926190476190476,0.0320324382073184,5,0.894158037983158,0.958222914397794,Butyrate
butyrate_assembly_2021,SparCC,0.27,0.869047619047619,0.0467176592151157,5,0.822329959832503,0.915765278262735,Butyrate
butyrate_assembly_2021,SparCC,0.28,0.869047619047619,0.0467176592151157,5,0.822329959832503,0.915765278262735,Butyrate
butyrate_assembly_2021,SparCC,0.29,0.869047619047619,0.0467176592151157,5,0.822329959832503,0.915765278262735,Butyrate
butyrate_assembly_2021,SparCC,0.3,0.869047619047619,0.0467176592151157,5,0.822329959832503,0.915765278262735,Butyrate
