dataset,taxon_1,taxon_2,interaction_label,tested_status,conet_selected,conet_score,conet_qvalue,method_number
pairinterax,Alistipes onderdonkii,Blautia wexlerae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Butyricimonas paravirosa,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Butyricimonas virosa,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Catenibacterium mitsuokai,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Citrobacter freundii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Citrobacter gillenii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Clostridium butyricum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Clostridium celatum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Clostridium leptum,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Clostridium perfringens,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Clostridium scindens,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Clostridium symbiosum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Clostridium thiosulfatireducens,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Collinsella aerofaciens,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Coprobacillus cateniformis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Dorea longicatena,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Enterobacter hormaechei,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Enterococcus faecalis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Enterococcus faecium,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Enterococcus hirae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Escherichia coli,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Faecalibacterium prausnitzii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Faecalicatena contorta,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Faecalimonas umbilicata,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Flintibacter hominis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Gordonibacter massiliensis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Hungatella effluvii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Klebsiella pneumoniae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Klebsiella quasipneumoniae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Odoribacter splanchnicus,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Parabacteroides merdae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Paraclostridium benzoelyticum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Phocaeicola coprocola,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Proteus mirabilis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Ruminococcus gnavus,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Sellimonas intestinalis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Shigella flexneri,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Staphylococcus haemolyticus,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Streptococcus pasteurianus,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Streptococcus salivarius,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Sutterella wadsworthensis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes onderdonkii,Tissierella hominis,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Alistipes shahii,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Anaerostipes caccae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Bacteroides cellulosilyticus,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Bacteroides eggerthii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Bacteroides finegoldii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Bacteroides ovatus,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Bacteroides thetaiotaomicron,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Bacteroides uniformis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Bacteroides xylanisolvens,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Bifidobacterium bifidum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Bifidobacterium longum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Bifidobacterium pseudocatenulatum,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Blautia hominis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Blautia luti,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Blautia obeum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Butyricimonas paravirosa,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Butyricimonas virosa,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Catenibacterium mitsuokai,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Citrobacter freundii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Citrobacter gillenii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Clostridium butyricum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Clostridium celatum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Clostridium leptum,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Clostridium perfringens,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Clostridium scindens,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Clostridium symbiosum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Clostridium tertium,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Clostridium thiosulfatireducens,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Collinsella aerofaciens,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Coprobacillus cateniformis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Dorea longicatena,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Enterobacter hormaechei,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Enterococcus faecalis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Enterococcus faecium,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Enterococcus hirae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Escherichia coli,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Faecalibacterium prausnitzii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Faecalicatena contorta,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Hungatella effluvii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Klebsiella pneumoniae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Klebsiella quasipneumoniae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Odoribacter splanchnicus,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Parabacteroides distasonis,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Parabacteroides merdae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Paraclostridium benzoelyticum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Paraeggerthella hongkongensis,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Phocaeicola coprocola,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Prevotella copri,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Proteus mirabilis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Ruminococcus gnavus,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Sellimonas intestinalis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Shigella flexneri,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Staphylococcus haemolyticus,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Streptococcus pasteurianus,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Streptococcus salivarius,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Sutterella wadsworthensis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Tissierella hominis,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes putredinis,Zhenhengia yiwuensis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Anaerostipes caccae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bacteroides caccae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bacteroides cellulosilyticus,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bacteroides eggerthii,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bacteroides finegoldii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bacteroides fragilis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bacteroides ovatus,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bacteroides salyersiae,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bacteroides thetaiotaomicron,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bacteroides uniformis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bacteroides xylanisolvens,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bifidobacterium bifidum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bifidobacterium longum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Bifidobacterium pseudocatenulatum,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Blautia hominis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Blautia obeum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Blautia wexlerae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Catenibacterium mitsuokai,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Citrobacter freundii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Citrobacter gillenii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Clostridium butyricum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Clostridium celatum,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Clostridium perfringens,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Clostridium scindens,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Clostridium tertium,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Clostridium thiosulfatireducens,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Coprobacillus cateniformis,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Dorea longicatena,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Enterobacter hormaechei,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Enterococcus faecalis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Enterococcus hirae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Escherichia coli,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Faecalibacterium prausnitzii,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Faecalicatena contorta,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Faecalimonas umbilicata,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Flintibacter hominis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Gordonibacter massiliensis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Hungatella effluvii,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Klebsiella pneumoniae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Klebsiella quasipneumoniae,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Odoribacter splanchnicus,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Parabacteroides distasonis,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Paraclostridium benzoelyticum,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Phocaeicola coprocola,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Prevotella copri,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Proteus mirabilis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Sellimonas intestinalis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Shigella flexneri,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Staphylococcus haemolyticus,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Streptococcus pasteurianus,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Streptococcus salivarius,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Sutterella wadsworthensis,1,positive,0.0,0.0,,0.0
pairinterax,Alistipes shahii,Zhenhengia yiwuensis,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Bacteroides cellulosilyticus,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Blautia difficilis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Cellulomonas hominis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Clostridium sporogenes,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Escherichia coli,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Hungatella effluvii,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Klebsiella pneumoniae,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Lachnospira pectinoschiza,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Parabacteroides merdae,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Phocaeicola dorei,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Ruminococcus gnavus,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Sellimonas intestinalis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Streptococcus pasteurianus,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus hominis,Tissierella hominis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus polymeriproducens,Citrobacter freundii,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus polymeriproducens,Clostridium sporogenes,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus polymeriproducens,Clostridium thiosulfatireducens,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus polymeriproducens,Enterobacter hormaechei,1,positive,0.0,0.0,,0.0
pairinterax,Anaerosacchariphilus polymeriproducens,Proteus mirabilis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Bacillus proteolyticus,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Bacteroides caccae,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Bacteroides cellulosilyticus,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Bacteroides finegoldii,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Bacteroides ovatus,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Bacteroides salyersiae,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Bacteroides uniformis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Bifidobacterium bifidum,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Bifidobacterium pseudocatenulatum,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Blautia hominis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Butyricimonas virosa,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Catenibacterium mitsuokai,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Cellulomonas hominis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Clostridium sporogenes,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Dorea longicatena,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Enterococcus faecalis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Escherichia coli,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Faecalibacterium prausnitzii,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Faecalimonas umbilicata,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Hungatella effluvii,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Klebsiella pneumoniae,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Mitsuokella multacida,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Parabacteroides distasonis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Parabacteroides merdae,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Paraclostridium benzoelyticum,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Phocaeicola dorei,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Phocaeicola vulgatus,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Prevotella copri,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Sellimonas intestinalis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Staphylococcus haemolyticus,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Streptococcus salivarius,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes caccae,Sutterella wadsworthensis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes hadrus,Bacteroides eggerthii,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes hadrus,Bacteroides stercoris,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes hadrus,Citrobacter gillenii,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Anaerostipes hadrus,Clostridium tertium,0,tested_neutral,0.0,0.0,,0.0
pairinterax,Anaerostipes hadrus,Coprobacillus cateniformis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes hadrus,Enterobacter hormaechei,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes hadrus,Escherichia coli,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes hadrus,Faecalicatena contorta,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes hadrus,Phocaeicola dorei,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes hadrus,Proteus mirabilis,1,positive,0.0,0.0,,0.0
pairinterax,Anaerostipes hadrus,Staphylococcus haemolyticus,0,tested_neutral,0.0,0.0,,0.0
